LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
LUX,ELDLYPOP,TOT,PC_POP,A,2004,14.03476985,
LUX,ELDLYPOP,TOT,PC_POP,A,2005,14.07604396,
LUX,ELDLYPOP,TOT,PC_POP,A,2006,14.05167982,
LUX,ELDLYPOP,TOT,PC_POP,A,2007,14.01273355,
LUX,ELDLYPOP,TOT,PC_POP,A,2008,13.97573299,
LUX,ELDLYPOP,TOT,PC_POP,A,2009,13.95507681,
LUX,ELDLYPOP,TOT,PC_POP,A,2010,13.9190418,
LUX,ELDLYPOP,TOT,PC_POP,A,2011,13.9237698,
LUX,ELDLYPOP,TOT,PC_POP,A,2012,13.96717594,
LUX,ELDLYPOP,TOT,PC_POP,A,2013,14.02647978,
LUX,ELDLYPOP,TOT,PC_POP,A,2014,14.12976657,
LUX,ELDLYPOP,TOT,PC_POP,A,2015,14.20247364,
LUX,ELDLYPOP,TOT,PC_POP,A,2016,14.23253391,
LUX,ELDLYPOP,TOT,PC_POP,A,2017,14.2820251,
LUX,ELDLYPOP,TOT,PC_POP,A,2018,14.35430545,
LUX,ELDLYPOP,TOT,PC_POP,A,2019,14.44493011,
LUX,ELDLYPOP,TOT,PC_POP,A,2020,14.55537878,
MEX,ELDLYPOP,TOT,PC_POP,A,1950,2.933775584,
MEX,ELDLYPOP,TOT,PC_POP,A,1951,2.977534126,
MEX,ELDLYPOP,TOT,PC_POP,A,1952,3.015703231,
MEX,ELDLYPOP,TOT,PC_POP,A,1953,3.05442793,
MEX,ELDLYPOP,TOT,PC_POP,A,1954,3.094483393,
MEX,ELDLYPOP,TOT,PC_POP,A,1955,3.123945164,
MEX,ELDLYPOP,TOT,PC_POP,A,1956,3.14729084,
MEX,ELDLYPOP,TOT,PC_POP,A,1957,3.165045792,
MEX,ELDLYPOP,TOT,PC_POP,A,1958,3.179911709,
MEX,ELDLYPOP,TOT,PC_POP,A,1959,3.197504082,
MEX,ELDLYPOP,TOT,PC_POP,A,1960,3.218217597,
MEX,ELDLYPOP,TOT,PC_POP,A,1961,3.246284615,
MEX,ELDLYPOP,TOT,PC_POP,A,1962,3.281340745,
MEX,ELDLYPOP,TOT,PC_POP,A,1963,3.317680201,
MEX,ELDLYPOP,TOT,PC_POP,A,1964,3.35928362,
MEX,ELDLYPOP,TOT,PC_POP,A,1965,3.404587595,
MEX,ELDLYPOP,TOT,PC_POP,A,1966,3.447219257,
MEX,ELDLYPOP,TOT,PC_POP,A,1967,3.488864553,
MEX,ELDLYPOP,TOT,PC_POP,A,1968,3.524245645,
MEX,ELDLYPOP,TOT,PC_POP,A,1969,3.551616994,
MEX,ELDLYPOP,TOT,PC_POP,A,1970,3.583845118,
MEX,ELDLYPOP,TOT,PC_POP,A,1971,3.614922253,
MEX,ELDLYPOP,TOT,PC_POP,A,1972,3.63876813,
MEX,ELDLYPOP,TOT,PC_POP,A,1973,3.658979114,
MEX,ELDLYPOP,TOT,PC_POP,A,1974,3.679931525,
MEX,ELDLYPOP,TOT,PC_POP,A,1975,3.702312709,
MEX,ELDLYPOP,TOT,PC_POP,A,1976,3.721900495,
MEX,ELDLYPOP,TOT,PC_POP,A,1977,3.739590226,
MEX,ELDLYPOP,TOT,PC_POP,A,1978,3.757791667,
MEX,ELDLYPOP,TOT,PC_POP,A,1979,3.775720134,
MEX,ELDLYPOP,TOT,PC_POP,A,1980,3.791213586,
MEX,ELDLYPOP,TOT,PC_POP,A,1981,3.807241077,
MEX,ELDLYPOP,TOT,PC_POP,A,1982,3.827833133,
MEX,ELDLYPOP,TOT,PC_POP,A,1983,3.852635845,
MEX,ELDLYPOP,TOT,PC_POP,A,1984,3.881645735,
MEX,ELDLYPOP,TOT,PC_POP,A,1985,3.913788059,
MEX,ELDLYPOP,TOT,PC_POP,A,1986,3.951378043,
MEX,ELDLYPOP,TOT,PC_POP,A,1987,3.995939072,
MEX,ELDLYPOP,TOT,PC_POP,A,1988,4.04311535,
MEX,ELDLYPOP,TOT,PC_POP,A,1989,4.093471331,
MEX,ELDLYPOP,TOT,PC_POP,A,1990,4.149412856,
MEX,ELDLYPOP,TOT,PC_POP,A,1991,4.211095015,
MEX,ELDLYPOP,TOT,PC_POP,A,1992,4.279118082,
MEX,ELDLYPOP,TOT,PC_POP,A,1993,4.351604671,
MEX,ELDLYPOP,TOT,PC_POP,A,1994,4.42742924,
MEX,ELDLYPOP,TOT,PC_POP,A,1995,4.505976744,
MEX,ELDLYPOP,TOT,PC_POP,A,1996,4.588753907,
MEX,ELDLYPOP,TOT,PC_POP,A,1997,4.677795284,
MEX,ELDLYPOP,TOT,PC_POP,A,1998,4.771234962,
MEX,ELDLYPOP,TOT,PC_POP,A,1999,4.870404338,
MEX,ELDLYPOP,TOT,PC_POP,A,2000,4.981299085,
MEX,ELDLYPOP,TOT,PC_POP,A,2001,5.097929931,
MEX,ELDLYPOP,TOT,PC_POP,A,2002,5.211416121,
MEX,ELDLYPOP,TOT,PC_POP,A,2003,5.323335375,
MEX,ELDLYPOP,TOT,PC_POP,A,2004,5.439747821,
MEX,ELDLYPOP,TOT,PC_POP,A,2005,5.558904208,
MEX,ELDLYPOP,TOT,PC_POP,A,2006,5.676424623,
MEX,ELDLYPOP,TOT,PC_POP,A,2007,5.790909905,
MEX,ELDLYPOP,TOT,PC_POP,A,2008,5.900552703,
MEX,ELDLYPOP,TOT,PC_POP,A,2009,6.008248975,
MEX,ELDLYPOP,TOT,PC_POP,A,2010,6.117006853,
MEX,ELDLYPOP,TOT,PC_POP,A,2011,6.231623283,
MEX,ELDLYPOP,TOT,PC_POP,A,2012,6.355330243,
MEX,ELDLYPOP,TOT,PC_POP,A,2013,6.487144888,
MEX,ELDLYPOP,TOT,PC_POP,A,2014,6.624722162,
MEX,ELDLYPOP,TOT,PC_POP,A,2015,6.763868813,
MEX,ELDLYPOP,TOT,PC_POP,A,2016,6.90980858,
MEX,ELDLYPOP,TOT,PC_POP,A,2017,7.071024347,
MEX,ELDLYPOP,TOT,PC_POP,A,2018,7.246380466,
MEX,ELDLYPOP,TOT,PC_POP,A,2019,7.436111313,
MEX,ELDLYPOP,TOT,PC_POP,A,2020,7.640177906,
NLD,ELDLYPOP,TOT,PC_POP,A,1950,7.737606501,
NLD,ELDLYPOP,TOT,PC_POP,A,1951,7.857343344,
NLD,ELDLYPOP,TOT,PC_POP,A,1952,8.003916401,
NLD,ELDLYPOP,TOT,PC_POP,A,1953,8.149070864,
NLD,ELDLYPOP,TOT,PC_POP,A,1954,8.274546802,
NLD,ELDLYPOP,TOT,PC_POP,A,1955,8.382917056,
NLD,ELDLYPOP,TOT,PC_POP,A,1956,8.487956774,
NLD,ELDLYPOP,TOT,PC_POP,A,1957,8.599528186,
NLD,ELDLYPOP,TOT,PC_POP,A,1958,8.721995538,
NLD,ELDLYPOP,TOT,PC_POP,A,1959,8.855959854,
NLD,ELDLYPOP,TOT,PC_POP,A,1960,8.999201681,
NLD,ELDLYPOP,TOT,PC_POP,A,1961,9.144596707,
NLD,ELDLYPOP,TOT,PC_POP,A,1962,9.26452414,
NLD,ELDLYPOP,TOT,PC_POP,A,1963,9.360430294,
NLD,ELDLYPOP,TOT,PC_POP,A,1964,9.463230994,
NLD,ELDLYPOP,TOT,PC_POP,A,1965,9.565804281,
NLD,ELDLYPOP,TOT,PC_POP,A,1966,9.667721933,
NLD,ELDLYPOP,TOT,PC_POP,A,1967,9.806804177,
NLD,ELDLYPOP,TOT,PC_POP,A,1968,9.949608463,
NLD,ELDLYPOP,TOT,PC_POP,A,1969,10.06347733,
NLD,ELDLYPOP,TOT,PC_POP,A,1970,10.16498571,
NLD,ELDLYPOP,TOT,PC_POP,A,1971,10.26062608,
NLD,ELDLYPOP,TOT,PC_POP,A,1972,10.3656762,
NLD,ELDLYPOP,TOT,PC_POP,A,1973,10.49741709,
NLD,ELDLYPOP,TOT,PC_POP,A,1974,10.65226466,
NLD,ELDLYPOP,TOT,PC_POP,A,1975,10.7913837,
NLD,ELDLYPOP,TOT,PC_POP,A,1976,10.90628695,
NLD,ELDLYPOP,TOT,PC_POP,A,1977,11.05515456,
NLD,ELDLYPOP,TOT,PC_POP,A,1978,11.22609707,
NLD,ELDLYPOP,TOT,PC_POP,A,1979,11.38395258,
NLD,ELDLYPOP,TOT,PC_POP,A,1980,11.51017057,
NLD,ELDLYPOP,TOT,PC_POP,A,1981,11.61727234,
NLD,ELDLYPOP,TOT,PC_POP,A,1982,11.7251622,
NLD,ELDLYPOP,TOT,PC_POP,A,1983,11.82067375,
NLD,ELDLYPOP,TOT,PC_POP,A,1984,11.91815622,
NLD,ELDLYPOP,TOT,PC_POP,A,1985,12.07225219,
NLD,ELDLYPOP,TOT,PC_POP,A,1986,12.26027773,
NLD,ELDLYPOP,TOT,PC_POP,A,1987,12.42440779,
NLD,ELDLYPOP,TOT,PC_POP,A,1988,12.59160851,
NLD,ELDLYPOP,TOT,PC_POP,A,1989,12.73706629,
NLD,ELDLYPOP,TOT,PC_POP,A,1990,12.83906442,
NLD,ELDLYPOP,TOT,PC_POP,A,1991,12.91769718,
NLD,ELDLYPOP,TOT,PC_POP,A,1992,12.99120011,
NLD,ELDLYPOP,TOT,PC_POP,A,1993,13.05895319,
NLD,ELDLYPOP,TOT,PC_POP,A,1994,13.13659759,
NLD,ELDLYPOP,TOT,PC_POP,A,1995,13.24290362,
NLD,ELDLYPOP,TOT,PC_POP,A,1996,13.34376227,
NLD,ELDLYPOP,TOT,PC_POP,A,1997,13.43172129,
NLD,ELDLYPOP,TOT,PC_POP,A,1998,13.49905983,
NLD,ELDLYPOP,TOT,PC_POP,A,1999,13.54463374,
NLD,ELDLYPOP,TOT,PC_POP,A,2000,13.5849444,
NLD,ELDLYPOP,TOT,PC_POP,A,2001,13.62694877,
NLD,ELDLYPOP,TOT,PC_POP,A,2002,13.68254263,
NLD,ELDLYPOP,TOT,PC_POP,A,2003,13.77973034,
NLD,ELDLYPOP,TOT,PC_POP,A,2004,13.94142052,
NLD,ELDLYPOP,TOT,PC_POP,A,2005,14.15185206,
NLD,ELDLYPOP,TOT,PC_POP,A,2006,14.37288145,
NLD,ELDLYPOP,TOT,PC_POP,A,2007,14.59914163,
NLD,ELDLYPOP,TOT,PC_POP,A,2008,14.85698598,
NLD,ELDLYPOP,TOT,PC_POP,A,2009,15.15433365,
NLD,ELDLYPOP,TOT,PC_POP,A,2010,15.44732925,
NLD,ELDLYPOP,TOT,PC_POP,A,2011,15.90875353,
NLD,ELDLYPOP,TOT,PC_POP,A,2012,16.53456352,
NLD,ELDLYPOP,TOT,PC_POP,A,2013,17.08883312,
NLD,ELDLYPOP,TOT,PC_POP,A,2014,17.57102042,
NLD,ELDLYPOP,TOT,PC_POP,A,2015,17.98412921,
NLD,ELDLYPOP,TOT,PC_POP,A,2016,18.33484691,
NLD,ELDLYPOP,TOT,PC_POP,A,2017,18.67567513,
NLD,ELDLYPOP,TOT,PC_POP,A,2018,19.01480313,
NLD,ELDLYPOP,TOT,PC_POP,A,2019,19.33297188,
NLD,ELDLYPOP,TOT,PC_POP,A,2020,19.6373305,
NZL,ELDLYPOP,TOT,PC_POP,A,1950,8.98114235,
NZL,ELDLYPOP,TOT,PC_POP,A,1951,9.087131288,
NZL,ELDLYPOP,TOT,PC_POP,A,1952,9.126654386,
NZL,ELDLYPOP,TOT,PC_POP,A,1953,9.106276894,
NZL,ELDLYPOP,TOT,PC_POP,A,1954,9.077749319,
NZL,ELDLYPOP,TOT,PC_POP,A,1955,9.038760559,
NZL,ELDLYPOP,TOT,PC_POP,A,1956,9.018748957,
NZL,ELDLYPOP,TOT,PC_POP,A,1957,8.955974787,
NZL,ELDLYPOP,TOT,PC_POP,A,1958,8.83796911,
NZL,ELDLYPOP,TOT,PC_POP,A,1959,8.742322104,
NZL,ELDLYPOP,TOT,PC_POP,A,1960,8.66366877,
NZL,ELDLYPOP,TOT,PC_POP,A,1961,8.559723398,
NZL,ELDLYPOP,TOT,PC_POP,A,1962,8.46363114,
NZL,ELDLYPOP,TOT,PC_POP,A,1963,8.386076261,
NZL,ELDLYPOP,TOT,PC_POP,A,1964,8.302195439,
NZL,ELDLYPOP,TOT,PC_POP,A,1965,8.28378276,
NZL,ELDLYPOP,TOT,PC_POP,A,1966,8.303938859,
NZL,ELDLYPOP,TOT,PC_POP,A,1967,8.324612416,
NZL,ELDLYPOP,TOT,PC_POP,A,1968,8.371497906,
NZL,ELDLYPOP,TOT,PC_POP,A,1969,8.401486856,
NZL,ELDLYPOP,TOT,PC_POP,A,1970,8.442832795,
NZL,ELDLYPOP,TOT,PC_POP,A,1971,8.514574976,
NZL,ELDLYPOP,TOT,PC_POP,A,1972,8.572155261,
NZL,ELDLYPOP,TOT,PC_POP,A,1973,8.617517758,
NZL,ELDLYPOP,TOT,PC_POP,A,1974,8.641020653,
NZL,ELDLYPOP,TOT,PC_POP,A,1975,8.758998834,
NZL,ELDLYPOP,TOT,PC_POP,A,1976,8.955505488,
NZL,ELDLYPOP,TOT,PC_POP,A,1977,9.134771852,
NZL,ELDLYPOP,TOT,PC_POP,A,1978,9.354314442,
NZL,ELDLYPOP,TOT,PC_POP,A,1979,9.592778912,
NZL,ELDLYPOP,TOT,PC_POP,A,1980,9.7415184,
NZL,ELDLYPOP,TOT,PC_POP,A,1981,9.896215931,
NZL,ELDLYPOP,TOT,PC_POP,A,1982,10.0571692,
NZL,ELDLYPOP,TOT,PC_POP,A,1983,10.11531932,
NZL,ELDLYPOP,TOT,PC_POP,A,1984,10.17353645,
NZL,ELDLYPOP,TOT,PC_POP,A,1985,10.2850169,
NZL,ELDLYPOP,TOT,PC_POP,A,1986,10.48828556,
NZL,ELDLYPOP,TOT,PC_POP,A,1987,10.69855775,
NZL,ELDLYPOP,TOT,PC_POP,A,1988,10.85959183,
NZL,ELDLYPOP,TOT,PC_POP,A,1989,11.02907341,
NZL,ELDLYPOP,TOT,PC_POP,A,1990,11.18570773,
NZL,ELDLYPOP,TOT,PC_POP,A,1991,11.19452948,
NZL,ELDLYPOP,TOT,PC_POP,A,1992,11.31551378,
NZL,ELDLYPOP,TOT,PC_POP,A,1993,11.41565422,
NZL,ELDLYPOP,TOT,PC_POP,A,1994,11.48808044,
NZL,ELDLYPOP,TOT,PC_POP,A,1995,11.52501769,
NZL,ELDLYPOP,TOT,PC_POP,A,1996,11.52411576,
NZL,ELDLYPOP,TOT,PC_POP,A,1997,11.53730199,
NZL,ELDLYPOP,TOT,PC_POP,A,1998,11.58951507,
NZL,ELDLYPOP,TOT,PC_POP,A,1999,11.67974759,
NZL,ELDLYPOP,TOT,PC_POP,A,2000,11.75467247,
NZL,ELDLYPOP,TOT,PC_POP,A,2001,11.86883134,
NZL,ELDLYPOP,TOT,PC_POP,A,2002,11.8394327,
NZL,ELDLYPOP,TOT,PC_POP,A,2003,11.81168057,
NZL,ELDLYPOP,TOT,PC_POP,A,2004,11.85614679,
NZL,ELDLYPOP,TOT,PC_POP,A,2005,12.00803116,
NZL,ELDLYPOP,TOT,PC_POP,A,2006,12.2253023,
NZL,ELDLYPOP,TOT,PC_POP,A,2007,12.43643165,
NZL,ELDLYPOP,TOT,PC_POP,A,2008,12.5606836,
NZL,ELDLYPOP,TOT,PC_POP,A,2009,12.74368986,
NZL,ELDLYPOP,TOT,PC_POP,A,2010,12.95101938,
NZL,ELDLYPOP,TOT,PC_POP,A,2011,13.23152372,
NZL,ELDLYPOP,TOT,PC_POP,A,2012,13.67913614,
NZL,ELDLYPOP,TOT,PC_POP,A,2013,14.09153328,
NZL,ELDLYPOP,TOT,PC_POP,A,2014,14.35934905,
NZL,ELDLYPOP,TOT,PC_POP,A,2015,14.54093808,
NZL,ELDLYPOP,TOT,PC_POP,A,2016,14.67809338,
NZL,ELDLYPOP,TOT,PC_POP,A,2017,14.83006482,
NZL,ELDLYPOP,TOT,PC_POP,A,2018,14.99775538,
NZL,ELDLYPOP,TOT,PC_POP,A,2019,15.26068445,
NZL,ELDLYPOP,TOT,PC_POP,A,2020,15.55638448,
NOR,ELDLYPOP,TOT,PC_POP,A,1950,9.563915891,
NOR,ELDLYPOP,TOT,PC_POP,A,1951,9.666519108,
NOR,ELDLYPOP,TOT,PC_POP,A,1952,9.802069635,
NOR,ELDLYPOP,TOT,PC_POP,A,1953,9.934773269,
NOR,ELDLYPOP,TOT,PC_POP,A,1954,10.05078305,
NOR,ELDLYPOP,TOT,PC_POP,A,1955,10.15745827,
NOR,ELDLYPOP,TOT,PC_POP,A,1956,10.31013538,
NOR,ELDLYPOP,TOT,PC_POP,A,1957,10.48235434,
NOR,ELDLYPOP,TOT,PC_POP,A,1958,10.6482948,
NOR,ELDLYPOP,TOT,PC_POP,A,1959,10.83036952,
NOR,ELDLYPOP,TOT,PC_POP,A,1960,11.03148322,
NOR,ELDLYPOP,TOT,PC_POP,A,1961,11.23965005,
NOR,ELDLYPOP,TOT,PC_POP,A,1962,11.43036631,
NOR,ELDLYPOP,TOT,PC_POP,A,1963,11.60547088,
NOR,ELDLYPOP,TOT,PC_POP,A,1964,11.77820985,
NOR,ELDLYPOP,TOT,PC_POP,A,1965,11.97153932,
NOR,ELDLYPOP,TOT,PC_POP,A,1966,12.19065855,
NOR,ELDLYPOP,TOT,PC_POP,A,1967,12.40084312,
NOR,ELDLYPOP,TOT,PC_POP,A,1968,12.57881592,
NOR,ELDLYPOP,TOT,PC_POP,A,1969,12.72775235,
NOR,ELDLYPOP,TOT,PC_POP,A,1970,12.86969229,
NOR,ELDLYPOP,TOT,PC_POP,A,1971,13.01121128,
NOR,ELDLYPOP,TOT,PC_POP,A,1972,13.14784817,
NOR,ELDLYPOP,TOT,PC_POP,A,1973,13.2996803,
NOR,ELDLYPOP,TOT,PC_POP,A,1974,13.48571311,
NOR,ELDLYPOP,TOT,PC_POP,A,1975,13.68735556,
NOR,ELDLYPOP,TOT,PC_POP,A,1976,13.89254899,
NOR,ELDLYPOP,TOT,PC_POP,A,1977,14.12092984,
NOR,ELDLYPOP,TOT,PC_POP,A,1978,14.35017939,
NOR,ELDLYPOP,TOT,PC_POP,A,1979,14.56036738,
NOR,ELDLYPOP,TOT,PC_POP,A,1980,14.75763776,
NOR,ELDLYPOP,TOT,PC_POP,A,1981,14.93917974,
NOR,ELDLYPOP,TOT,PC_POP,A,1982,15.13736073,
NOR,ELDLYPOP,TOT,PC_POP,A,1983,15.35158368,
NOR,ELDLYPOP,TOT,PC_POP,A,1984,15.51987417,
NOR,ELDLYPOP,TOT,PC_POP,A,1985,15.72412209,
NOR,ELDLYPOP,TOT,PC_POP,A,1986,15.9548366,
NOR,ELDLYPOP,TOT,PC_POP,A,1987,16.10151174,
NOR,ELDLYPOP,TOT,PC_POP,A,1988,16.1980706,
NOR,ELDLYPOP,TOT,PC_POP,A,1989,16.28076214,
NOR,ELDLYPOP,TOT,PC_POP,A,1990,16.31323624,
NOR,ELDLYPOP,TOT,PC_POP,A,1991,16.29403309,
NOR,ELDLYPOP,TOT,PC_POP,A,1992,16.24263921,
NOR,ELDLYPOP,TOT,PC_POP,A,1993,16.13753669,
NOR,ELDLYPOP,TOT,PC_POP,A,1994,16.02895715,
NOR,ELDLYPOP,TOT,PC_POP,A,1995,15.93815544,
NOR,ELDLYPOP,TOT,PC_POP,A,1996,15.83960976,
NOR,ELDLYPOP,TOT,PC_POP,A,1997,15.723999,
NOR,ELDLYPOP,TOT,PC_POP,A,1998,15.56728982,
NOR,ELDLYPOP,TOT,PC_POP,A,1999,15.36315685,
NOR,ELDLYPOP,TOT,PC_POP,A,2000,15.16217087,
NOR,ELDLYPOP,TOT,PC_POP,A,2001,15.00573692,
NOR,ELDLYPOP,TOT,PC_POP,A,2002,14.86715863,
NOR,ELDLYPOP,TOT,PC_POP,A,2003,14.76427734,
NOR,ELDLYPOP,TOT,PC_POP,A,2004,14.72235186,
NOR,ELDLYPOP,TOT,PC_POP,A,2005,14.71018601,
NOR,ELDLYPOP,TOT,PC_POP,A,2006,14.67654993,
NOR,ELDLYPOP,TOT,PC_POP,A,2007,14.64067022,
NOR,ELDLYPOP,TOT,PC_POP,A,2008,14.66087414,
NOR,ELDLYPOP,TOT,PC_POP,A,2009,14.78113436,
NOR,ELDLYPOP,TOT,PC_POP,A,2010,14.98091835,
NOR,ELDLYPOP,TOT,PC_POP,A,2011,15.24561743,
NOR,ELDLYPOP,TOT,PC_POP,A,2012,15.52859438,
NOR,ELDLYPOP,TOT,PC_POP,A,2013,15.77874052,
NOR,ELDLYPOP,TOT,PC_POP,A,2014,16.02804283,
NOR,ELDLYPOP,TOT,PC_POP,A,2015,16.27592681,
NOR,ELDLYPOP,TOT,PC_POP,A,2016,16.51898188,
NOR,ELDLYPOP,TOT,PC_POP,A,2017,16.78271506,
NOR,ELDLYPOP,TOT,PC_POP,A,2018,17.08675363,
NOR,ELDLYPOP,TOT,PC_POP,A,2019,17.39617827,
NOR,ELDLYPOP,TOT,PC_POP,A,2020,17.72991848,
POL,ELDLYPOP,TOT,PC_POP,A,1950,5.228865751,
POL,ELDLYPOP,TOT,PC_POP,A,1951,5.255758085,
POL,ELDLYPOP,TOT,PC_POP,A,1952,5.302833119,
POL,ELDLYPOP,TOT,PC_POP,A,1953,5.347266665,
POL,ELDLYPOP,TOT,PC_POP,A,1954,5.371991022,
POL,ELDLYPOP,TOT,PC_POP,A,1955,5.374403616,
POL,ELDLYPOP,TOT,PC_POP,A,1956,5.447679521,
POL,ELDLYPOP,TOT,PC_POP,A,1957,5.496046388,
POL,ELDLYPOP,TOT,PC_POP,A,1958,5.53759158,
POL,ELDLYPOP,TOT,PC_POP,A,1959,5.597993853,
POL,ELDLYPOP,TOT,PC_POP,A,1960,5.949748772,
POL,ELDLYPOP,TOT,PC_POP,A,1961,5.93119041,
POL,ELDLYPOP,TOT,PC_POP,A,1962,6.123552709,
POL,ELDLYPOP,TOT,PC_POP,A,1963,6.352700638,
POL,ELDLYPOP,TOT,PC_POP,A,1964,6.541153742,
POL,ELDLYPOP,TOT,PC_POP,A,1965,6.814537765,
POL,ELDLYPOP,TOT,PC_POP,A,1966,7.110227775,
POL,ELDLYPOP,TOT,PC_POP,A,1967,7.367290782,
POL,ELDLYPOP,TOT,PC_POP,A,1968,7.738168941,
POL,ELDLYPOP,TOT,PC_POP,A,1969,8.026392178,
POL,ELDLYPOP,TOT,PC_POP,A,1970,8.380909171,
POL,ELDLYPOP,TOT,PC_POP,A,1971,8.551607052,
POL,ELDLYPOP,TOT,PC_POP,A,1972,8.763457119,
POL,ELDLYPOP,TOT,PC_POP,A,1973,9.033441538,
POL,ELDLYPOP,TOT,PC_POP,A,1974,9.300247116,
POL,ELDLYPOP,TOT,PC_POP,A,1975,9.536919058,
POL,ELDLYPOP,TOT,PC_POP,A,1976,9.733755469,
POL,ELDLYPOP,TOT,PC_POP,A,1977,9.915851182,
POL,ELDLYPOP,TOT,PC_POP,A,1978,10.05240466,
POL,ELDLYPOP,TOT,PC_POP,A,1979,10.14375304,
POL,ELDLYPOP,TOT,PC_POP,A,1980,10.09828569,
POL,ELDLYPOP,TOT,PC_POP,A,1981,9.957737406,
POL,ELDLYPOP,TOT,PC_POP,A,1982,9.769491755,
POL,ELDLYPOP,TOT,PC_POP,A,1983,9.572639486,
POL,ELDLYPOP,TOT,PC_POP,A,1984,9.450294831,
POL,ELDLYPOP,TOT,PC_POP,A,1985,9.414234843,
POL,ELDLYPOP,TOT,PC_POP,A,1986,9.427544516,
POL,ELDLYPOP,TOT,PC_POP,A,1987,9.515604339,
POL,ELDLYPOP,TOT,PC_POP,A,1988,9.69031455,
POL,ELDLYPOP,TOT,PC_POP,A,1989,9.857561116,
POL,ELDLYPOP,TOT,PC_POP,A,1990,10.10373253,
POL,ELDLYPOP,TOT,PC_POP,A,1991,10.31659604,
POL,ELDLYPOP,TOT,PC_POP,A,1992,10.53872451,
POL,ELDLYPOP,TOT,PC_POP,A,1993,10.77941446,
POL,ELDLYPOP,TOT,PC_POP,A,1994,10.9955035,
POL,ELDLYPOP,TOT,PC_POP,A,1995,11.18760532,
POL,ELDLYPOP,TOT,PC_POP,A,1996,11.39230588,
POL,ELDLYPOP,TOT,PC_POP,A,1997,11.60033427,
POL,ELDLYPOP,TOT,PC_POP,A,1998,11.81448927,
POL,ELDLYPOP,TOT,PC_POP,A,1999,12.02900444,
POL,ELDLYPOP,TOT,PC_POP,A,2000,12.24405231,
POL,ELDLYPOP,TOT,PC_POP,A,2001,12.46683101,
POL,ELDLYPOP,TOT,PC_POP,A,2002,12.71489257,
POL,ELDLYPOP,TOT,PC_POP,A,2003,12.85991422,
POL,ELDLYPOP,TOT,PC_POP,A,2004,13.04520041,
POL,ELDLYPOP,TOT,PC_POP,A,2005,13.20662892,
POL,ELDLYPOP,TOT,PC_POP,A,2006,13.34984533,
POL,ELDLYPOP,TOT,PC_POP,A,2007,13.43506253,
POL,ELDLYPOP,TOT,PC_POP,A,2008,13.46796426,
POL,ELDLYPOP,TOT,PC_POP,A,2009,13.48843218,
POL,ELDLYPOP,TOT,PC_POP,A,2010,13.44533015,
POL,ELDLYPOP,TOT,PC_POP,A,2011,13.6350153,
POL,ELDLYPOP,TOT,PC_POP,A,2012,14.02312137,
POL,ELDLYPOP,TOT,PC_POP,A,2013,14.47255127,
POL,ELDLYPOP,TOT,PC_POP,A,2014,14.99912028,
POL,ELDLYPOP,TOT,PC_POP,A,2015,15.52097207,
POL,ELDLYPOP,TOT,PC_POP,A,2016,16.10043915,
POL,ELDLYPOP,TOT,PC_POP,A,2017,16.66314962,
POL,ELDLYPOP,TOT,PC_POP,A,2018,17.23028675,
POL,ELDLYPOP,TOT,PC_POP,A,2019,17.80712822,
POL,ELDLYPOP,TOT,PC_POP,A,2020,18.40335861,
PRT,ELDLYPOP,TOT,PC_POP,A,1950,6.844309708,
PRT,ELDLYPOP,TOT,PC_POP,A,1951,6.996890261,
PRT,ELDLYPOP,TOT,PC_POP,A,1952,7.065906896,
PRT,ELDLYPOP,TOT,PC_POP,A,1953,7.190032227,
PRT,ELDLYPOP,TOT,PC_POP,A,1954,7.24688288,
PRT,ELDLYPOP,TOT,PC_POP,A,1955,7.360313414,
PRT,ELDLYPOP,TOT,PC_POP,A,1956,7.453915803,
PRT,ELDLYPOP,TOT,PC_POP,A,1957,7.48937611,
PRT,ELDLYPOP,TOT,PC_POP,A,1958,7.616342293,
PRT,ELDLYPOP,TOT,PC_POP,A,1959,7.744540439,
PRT,ELDLYPOP,TOT,PC_POP,A,1960,7.891345805,
PRT,ELDLYPOP,TOT,PC_POP,A,1961,7.993255026,
PRT,ELDLYPOP,TOT,PC_POP,A,1962,8.035815048,
PRT,ELDLYPOP,TOT,PC_POP,A,1963,8.077755526,
PRT,ELDLYPOP,TOT,PC_POP,A,1964,8.081687901,
PRT,ELDLYPOP,TOT,PC_POP,A,1965,8.242397841,
PRT,ELDLYPOP,TOT,PC_POP,A,1966,8.469889676,
PRT,ELDLYPOP,TOT,PC_POP,A,1967,8.610268499,
PRT,ELDLYPOP,TOT,PC_POP,A,1968,8.798073931,
PRT,ELDLYPOP,TOT,PC_POP,A,1969,9.044778284,
PRT,ELDLYPOP,TOT,PC_POP,A,1970,9.434589135,
PRT,ELDLYPOP,TOT,PC_POP,A,1971,9.672399322,
PRT,ELDLYPOP,TOT,PC_POP,A,1972,9.699041085,
PRT,ELDLYPOP,TOT,PC_POP,A,1973,9.739339881,
PRT,ELDLYPOP,TOT,PC_POP,A,1974,9.775423396,
PRT,ELDLYPOP,TOT,PC_POP,A,1975,10.15498372,
PRT,ELDLYPOP,TOT,PC_POP,A,1976,10.54073126,
PRT,ELDLYPOP,TOT,PC_POP,A,1977,10.66558724,
